Settlement Report Date,07/2025
258,25/07/2025,24/07/2025 21:25:38,"FEI FEI CRAB HOUSE RESTAURANT",,20250724211212800100171757394046203,20250724TNGDMYNB030OQRyoj994oh,DUITNOW_QR_TNGD,67.9,0,0,67.9,"",Settlement to Bank T+1
259,25/07/2025,24/07/2025 22:02:39,"FEIFEICRABHOUSERESTAURANT",,20250724211212800100171599693975654,20250724HLBBMYKL030OQR03981053,DUITNOW_QR_AQC,349,0,0,349,"",Settlement to Bank T+1
260,25/07/2025,24/07/2025 22:14:02,"FEI FEI CRAB HOUSE RESTAURANT",,20250724211212800100171434993654409,20250724TNGDMYNB030OQRt2xpn725,DUITNOW_QR_TNGD,609.2,0,0,609.2,"",Settlement to Bank T+1
261,26/07/2025,25/07/2025 12:30:01,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171630294645951,20250725CIBBMYKL030OQR03778490,DUITNOW_QR_AQC,276.8,0,0,276.8,"",Settlement to Bank T+1
262,26/07/2025,25/07/2025 14:01:52,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250725211212800100171314294432218,20250725TNGDMYNB030OQRx6nm8wv0,DUITNOW_QR_TNGD,93.7,0,0,93.7,"",Settlement to Bank T+1
263,26/07/2025,25/07/2025 14:51:39,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171107195158432,20250725TNGDMYNB030OQRvu33789o,DUITNOW_QR_TNGD,93.5,0,0,93.5,"",Settlement to Bank T+1
264,26/07/2025,25/07/2025 15:07:21,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250725211212800100171807194867208,20250725PBBEMYKL030OQR15095255,DUITNOW_QR_AQC,231.1,0,0,231.1,"",Settlement to Bank T+1
265,26/07/2025,25/07/2025 17:18:40,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250725211212800100171441694735896,20250725TNGDMYNB030OQRpgog71px,DUITNOW_QR_TNGD,243.8,0,0,243.8,"",Settlement to Bank T+1
266,26/07/2025,25/07/2025 18:37:30,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171994194093630,20250725TNGDMYNB030OQRggy3ln95,DUITNOW_QR_TNGD,70.8,0,0,70.8,"",Settlement to Bank T+1
267,26/07/2025,25/07/2025 18:48:25,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250725211212800100171535094332213,20250725TNGDMYNB030OQRi05732wx,DUITNOW_QR_TNGD,139,0,0,139,"",Settlement to Bank T+1
268,26/07/2025,25/07/2025 19:26:06,"FEIFEICRABHOUSERESTAUR",,20250725211212800100171894894413525,20250725MBBEMYKL030OQR80933986,DUITNOW_QR_AQC,89.1,0,0,89.1,"",Settlement to Bank T+1
269,26/07/2025,25/07/2025 19:43:25,"FEIFEICRABHOUSERESTAUR",,20250725211212800100171841594157797,20250725MBBEMYKL030OQR80962998,DUITNOW_QR_AQC,139.7,0,0,139.7,"",Settlement to Bank T+1
270,26/07/2025,25/07/2025 21:14:36,"FEIFEICRABHOUSERESTAUR",,20250725211212800100171849294171939,20250725MBBEMYKL030OQR73417012,DUITNOW_QR_AQC,112.3,0,0,112.3,"",Settlement to Bank T+1
271,26/07/2025,25/07/2025 21:18:31,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171081894748723,20250725TNGDMYNB030OQRvchpyn4u,DUITNOW_QR_TNGD,592.1,0,0,592.1,"",Settlement to Bank T+1
272,26/07/2025,25/07/2025 21:26:55,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250725211212800100171173495082235,20250725TNGDMYNB030OQRk9b03324,DUITNOW_QR_TNGD,355.6,0,0,355.6,"",Settlement to Bank T+1
273,26/07/2025,25/07/2025 22:01:17,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171554093901254,20250725TNGDMYNB030OQR2il304wa,DUITNOW_QR_TNGD,149.9,0,0,149.9,"dinner",Settlement to Bank T+1
274,26/07/2025,25/07/2025 22:09:09,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171727594938676,20250725TNGDMYNB030OQR72szv7co,DUITNOW_QR_TNGD,432.2,0,0,432.2,"",Settlement to Bank T+1
275,26/07/2025,25/07/2025 22:36:50,"FEI FEI CRAB HOUSE RESTAURANT",,20250725211212800100171043693866461,20250725TNGDMYNB030OQR8h4p6hru,DUITNOW_QR_TNGD,294.8,0,0,294.8,"",Settlement to Bank T+1
276,27/07/2025,26/07/2025 12:56:27,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171087494794666,20250726TNGDMYNB030OQRpv97hen3,DUITNOW_QR_TNGD,505.4,0,0,505.4,"",Settlement to Bank T+1
277,27/07/2025,26/07/2025 14:59:31,"FEIFEICRABHOUSERESTAUR",,20250726211212800100171913394601766,20250726MBBEMYKL030OQR74426150,DUITNOW_QR_AQC,186.1,0,0,186.1,"",Settlement to Bank T+1
278,27/07/2025,26/07/2025 16:11:37,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171139794373008,20250726TNGDMYNB030OQR38r99875,DUITNOW_QR_TNGD,347.7,0,0,347.7,"",Settlement to Bank T+1
279,27/07/2025,26/07/2025 16:29:55,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171162394523596,20250726UOVBMYKL030OQR06143541,DUITNOW_QR_AQC,253.8,0,0,253.8,"",Settlement to Bank T+1
280,27/07/2025,26/07/2025 16:35:40,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171776394752112,20250726TNGDMYNB030OQRm165yt61,DUITNOW_QR_TNGD,16.1,0,0,16.1,"",Settlement to Bank T+1
281,27/07/2025,26/07/2025 17:22:33,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171271194338522,20250726TNGDMYNB030OQR68vbdo27,DUITNOW_QR_TNGD,299.3,0,0,299.3,"",Settlement to Bank T+1
282,27/07/2025,26/07/2025 17:43:26,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171810794812980,20250726GXSPMYKL030OQR76475958,DUITNOW_QR_AQC,19.6,0,0,19.6,"",Settlement to Bank T+1
283,27/07/2025,26/07/2025 17:44:01,"FEIFEICRABHOUSERESTAUR",,20250726211212800100171532194436859,20250726MBBEMYKL030OQR74684200,DUITNOW_QR_AQC,17.9,0,0,17.9,"",Settlement to Bank T+1
284,27/07/2025,26/07/2025 18:42:44,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171196894229899,20250726PBBEMYKL030OQR18451489,DUITNOW_QR_AQC,462.7,0,0,462.7,"",Settlement to Bank T+1
285,27/07/2025,26/07/2025 19:22:13,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171068694831707,20250726TNGDMYNB030OQRuh129c86,DUITNOW_QR_TNGD,119.2,0,0,119.2,"2jln utama 11 tmn mutiar",Settlement to Bank T+1
286,27/07/2025,26/07/2025 20:39:06,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171350694014393,20250726TNGDMYNB030OQRv69zb8w3,DUITNOW_QR_TNGD,384.1,0,0,384.1,"",Settlement to Bank T+1
287,27/07/2025,26/07/2025 21:00:29,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171994394210921,20250726TNGDMYNB030OQRz52y18m3,DUITNOW_QR_TNGD,184.2,0,0,184.2,"",Settlement to Bank T+1
288,27/07/2025,26/07/2025 21:15:53,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171878694798050,20250726TNGDMYNB030OQR5bv9mw0x,DUITNOW_QR_TNGD,1472.5,0,0,1472.5,"",Settlement to Bank T+1
289,27/07/2025,26/07/2025 21:26:53,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171323594627370,20250726TNGDMYNB030OQRiz87qv96,DUITNOW_QR_TNGD,347.3,0,0,347.3,"",Settlement to Bank T+1
290,27/07/2025,26/07/2025 21:42:04,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250726211212800100171246893873575,20250726CIBBMYKL030OQR07830680,DUITNOW_QR_AQC,215.6,0,0,215.6,"",Settlement to Bank T+1
291,27/07/2025,26/07/2025 22:46:54,"FEI FEI CRAB HOUSE RESTAURANT",,20250726211212800100171633494830392,20250726TNGDMYNB030OQR6u3gtdt9,DUITNOW_QR_TNGD,342.7,0,0,342.7,"",Settlement to Bank T+1
292,28/07/2025,27/07/2025 13:36:27,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171991794275319,20250727PBBEMYKL030OQR13319761,DUITNOW_QR_AQC,319.7,0,0,319.7,"",Settlement to Bank T+1
293,28/07/2025,27/07/2025 15:04:36,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171881694926441,20250727TNGDMYNB030OQR8230oo70,DUITNOW_QR_TNGD,322.7,0,0,322.7,"",Settlement to Bank T+1
294,28/07/2025,27/07/2025 16:00:01,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171630794892437,20250727TNGDMYNB030OQRq182zf69,DUITNOW_QR_TNGD,64.5,0,0,64.5,"",Settlement to Bank T+1
295,28/07/2025,27/07/2025 16:05:38,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171365494357308,20250727TNGDMYNB030OQRfj6a2ofl,DUITNOW_QR_TNGD,215.3,0,0,215.3,"Seng",Settlement to Bank T+1
296,28/07/2025,27/07/2025 17:40:45,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171564395502036,20250727TNGDMYNB030OQR50w807d0,DUITNOW_QR_TNGD,342.7,0,0,342.7,"Siewling Lee",Settlement to Bank T+1
297,28/07/2025,27/07/2025 18:28:54,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250727211212800100171118094734016,20250727TNGDMYNB030OQRzswt6dra,DUITNOW_QR_TNGD,123.9,0,0,123.9,"",Settlement to Bank T+1
298,28/07/2025,27/07/2025 18:59:53,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171767595168908,20250727TNGDMYNB030OQRi22632th,DUITNOW_QR_TNGD,304.2,0,0,304.2,"",Settlement to Bank T+1
299,28/07/2025,27/07/2025 19:30:34,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250727211212800100171341695880105,20250727TNGDMYNB030OQRao7tbk1l,DUITNOW_QR_TNGD,15.7,0,0,15.7,"",Settlement to Bank T+1
300,28/07/2025,27/07/2025 20:11:46,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171361694391724,20250727TNGDMYNB030OQRaqc26dp3,DUITNOW_QR_TNGD,241.7,0,0,241.7,"",Settlement to Bank T+1
301,28/07/2025,27/07/2025 20:12:03,"FEIFEICRABHOUSERESTAURANT",,20250727211212800100171317194690299,20250727HLBBMYKL030OQR06599126,DUITNOW_QR_AQC,347.8,0,0,347.8,"",Settlement to Bank T+1
302,28/07/2025,27/07/2025 20:49:36,"FEIFEICRABHOUSERESTAUR",,20250727211212800100171012394750370,20250727MBBEMYKL030OQR76435324,DUITNOW_QR_AQC,690.3,0,0,690.3,"",Settlement to Bank T+1
303,28/07/2025,27/07/2025 20:55:32,"FEI FEI CRAB HOUSE RESTAURANT",,20250727211212800100171873494904299,20250727TNGDMYNB030OQR1qerb5iw,DUITNOW_QR_TNGD,4.2,0,0,4.2,"",Settlement to Bank T+1
304,28/07/2025,27/07/2025 21:37:07,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250727211212800100171642594841097,20250727TNGDMYNB030OQR7v29yof2,DUITNOW_QR_TNGD,219.1,0,0,219.1,"",Settlement to Bank T+1
305,29/07/2025,28/07/2025 13:31:17,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171431894062768,20250728TNGDMYNB030OQR9zk31u92,DUITNOW_QR_TNGD,17,0,0,17,"",Settlement to Bank T+1
306,29/07/2025,28/07/2025 14:13:07,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250728211212800100171773194950869,20250728TNGDMYNB030OQR06w26w0t,DUITNOW_QR_TNGD,16.1,0,0,16.1,"",Settlement to Bank T+1
307,29/07/2025,28/07/2025 15:49:40,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171689294651742,20250728TNGDMYNB030OQR6829o49p,DUITNOW_QR_TNGD,115.8,0,0,115.8,"",Settlement to Bank T+1
308,29/07/2025,28/07/2025 16:51:33,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171869895037008,20250728TNGDMYNB030OQR63ykwa6d,DUITNOW_QR_TNGD,171.5,0,0,171.5,"",Settlement to Bank T+1
309,29/07/2025,28/07/2025 18:32:34,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171001695213951,20250728TNGDMYNB030OQRr8rzy15n,DUITNOW_QR_TNGD,133.9,0,0,133.9,"",Settlement to Bank T+1
310,29/07/2025,28/07/2025 18:56:31,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171991294413104,20250728CIBBMYKL030OQR14530547,DUITNOW_QR_AQC,290,0,0,290,"",Settlement to Bank T+1
311,29/07/2025,28/07/2025 18:57:01,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171437294105728,20250728CIBBMYKL030OQR14534187,DUITNOW_QR_AQC,14,0,0,14,"",Settlement to Bank T+1
312,29/07/2025,28/07/2025 20:00:19,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171703795430364,20250728GXSPMYKL030OQR47239852,DUITNOW_QR_AQC,176.4,0,0,176.4,"",Settlement to Bank T+1
313,29/07/2025,28/07/2025 20:44:19,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250728211212800100171381594831881,20250728TNGDMYNB030OQRjt54q633,DUITNOW_QR_TNGD,259.8,0,0,259.8,"",Settlement to Bank T+1
314,29/07/2025,28/07/2025 22:42:13,"FEI FEI CRAB HOUSE RESTAURANT",,20250728211212800100171349296003452,20250728TNGDMYNB030OQRv04s9i0c,DUITNOW_QR_TNGD,284,0,0,284,"",Settlement to Bank T+1
315,30/07/2025,29/07/2025 13:03:48,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250729211212800100171816495097198,20250729TNGDMYNB030OQRky6tcn58,DUITNOW_QR_TNGD,15.7,0,0,15.7,"",Settlement to Bank T+1
316,30/07/2025,29/07/2025 14:56:53,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250729211212800100171766695355531,20250729TNGDMYNB030OQRc4943982,DUITNOW_QR_TNGD,120.9,0,0,120.9,"",Settlement to Bank T+1
317,30/07/2025,29/07/2025 19:01:26,"FEI FEI CRAB HOUSE RESTAURANT",,20250729211212800100171607795159721,20250729TNGDMYNB030OQRtmz9mkm4,DUITNOW_QR_TNGD,129.2,0,0,129.2,"",Settlement to Bank T+1
318,30/07/2025,29/07/2025 19:45:34,"FEI FEI CRAB HOUSE RESTAURANT",,20250729211212800100171605895163406,20250729TNGDMYNB030OQRv36wfiqa,DUITNOW_QR_TNGD,103.9,0,0,103.9,"",Settlement to Bank T+1
319,30/07/2025,29/07/2025 19:49:45,"FEI FEI CRAB HOUSE RESTAURANT",,20250729211212800100171886695168154,20250729TNGDMYNB030OQRghgwtjma,DUITNOW_QR_TNGD,23.7,0,0,23.7,"",Settlement to Bank T+1
320,30/07/2025,29/07/2025 20:19:53,"FEI FEI CRAB HOUSE RESTAURANT",,20250729211212800100171866695163059,20250729TNGDMYNB030OQR13tz912q,DUITNOW_QR_TNGD,149.5,0,0,149.5,"",Settlement to Bank T+1
321,30/07/2025,29/07/2025 20:21:19,"FEIFEICRABHOUSERESTAURANT",,20250729211212800100171866795161093,20250729HLBBMYKL030OQR08228999,DUITNOW_QR_AQC,257.1,0,0,257.1,"",Settlement to Bank T+1
322,30/07/2025,29/07/2025 20:37:15,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250729211212800100171445795199274,20250729TNGDMYNB030OQR56r0c85g,DUITNOW_QR_TNGD,218.8,0,0,218.8,"",Settlement to Bank T+1
323,30/07/2025,29/07/2025 21:51:45,"FEI FEI CRAB HOUSE RESTAURANT",,20250729211212800100171434594221546,20250729TNGDMYNB030OQR3i609xvl,DUITNOW_QR_TNGD,17,0,0,17,"",Settlement to Bank T+1
324,31/07/2025,30/07/2025 12:28:16,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171852494893109,20250730MBBEMYKL030OQR88060592,DUITNOW_QR_AQC,133.9,0,0,133.9,"",Settlement to Bank T+1
325,31/07/2025,30/07/2025 14:28:50,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171724595443438,20250730CIBBMYKL030OQR04487927,DUITNOW_QR_AQC,474.9,0,0,474.9,"",Settlement to Bank T+1
326,31/07/2025,30/07/2025 17:14:45,"FEIFEICRABHOUSERESTAURANT",,20250730211212800100171022695548978,20250730ALPCSGSG031OQR93108075,DUITNOW_QR_AQC_CB,375.8,0,0,375.8,"",Settlement to Bank T+1
327,31/07/2025,30/07/2025 17:20:38,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171614394052768,20250730TNGDMYNB030OQRt824mw85,DUITNOW_QR_TNGD,122.9,0,0,122.9,"",Settlement to Bank T+1
328,31/07/2025,30/07/2025 18:16:09,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171760695488278,20250730TNGDMYNB030OQRfg6251x1,DUITNOW_QR_TNGD,231.1,0,0,231.1,"",Settlement to Bank T+1
329,31/07/2025,30/07/2025 18:16:48,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171761295488285,20250730TNGDMYNB030OQR3zwi12s7,DUITNOW_QR_TNGD,16,0,0,16,"",Settlement to Bank T+1
330,31/07/2025,30/07/2025 18:43:11,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171665594435050,20250730TNGDMYNB030OQR449g41qh,DUITNOW_QR_TNGD,167.5,0,0,167.5,"",Settlement to Bank T+1
331,31/07/2025,30/07/2025 18:43:59,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171667794425714,20250730TNGDMYNB030OQR86oou15g,DUITNOW_QR_TNGD,12,0,0,12,"",Settlement to Bank T+1
332,31/07/2025,30/07/2025 18:59:51,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171928394249668,20250730TPTCCHGU031OQR96121073,DUITNOW_QR_AQC_CB,511.8,0,0,511.8,"",Settlement to Bank T+1
333,31/07/2025,30/07/2025 19:53:00,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171294894544268,20250730TNGDMYNB030OQR06e35yp6,DUITNOW_QR_TNGD,81,0,0,81,"",Settlement to Bank T+1
334,31/07/2025,30/07/2025 20:09:25,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171572695073832,20250730TNGDMYNB030OQRnjh6h795,DUITNOW_QR_TNGD,159.4,0,0,159.4,"",Settlement to Bank T+1
335,31/07/2025,30/07/2025 20:54:35,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171993794636401,20250730TNGDMYNB030OQRu1vnx10m,DUITNOW_QR_TNGD,166.7,0,0,166.7,"",Settlement to Bank T+1
336,31/07/2025,30/07/2025 21:01:07,"FEI FEI CRAB HOUSE RESTAURANT",,20250730211212800100171417894974694,20250730PBBEMYKL030OQR21077709,DUITNOW_QR_AQC,398.6,0,0,398.6,"",Settlement to Bank T+1
337,31/07/2025,30/07/2025 22:16:04,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250730211212800100171590794634767,20250730CIBBMYKL030OQR08721518,DUITNOW_QR_AQC,160.2,0,0,160.2,"",Settlement to Bank T+1
338,31/07/2025,30/07/2025 23:48:41,"FEIFEICRABHOUSERESTAUR",,20250730211212800100171035095113761,20250730MBBEMYKL030OQR80270421,DUITNOW_QR_AQC,13,0,0,13,"",Settlement to Bank T+1
339,01/08/2025,31/07/2025 13:41:20,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171071594709647,20250731TNGDMYNB030OQR88g0h907,DUITNOW_QR_TNGD,327.6,0,0,327.6,"",Settlement to Bank T+1
340,01/08/2025,31/07/2025 14:54:36,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250731211212800100171037095186801,20250731TPTCCHGU031OQR29385321,DUITNOW_QR_AQC_CB,77.4,0,0,77.4,"",Settlement to Bank T+1
341,01/08/2025,31/07/2025 19:18:45,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171907195133467,20250731TNGDMYNB030OQRh03on9vt,DUITNOW_QR_TNGD,337.9,0,0,337.9,"",Settlement to Bank T+1
342,01/08/2025,31/07/2025 19:58:37,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171764995611390,20250731PBBEMYKL030OQR19566840,DUITNOW_QR_AQC,59.4,0,0,59.4,"",Settlement to Bank T+1
343,01/08/2025,31/07/2025 20:09:32,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171940295060275,20250731CIBBMYKL030OQR08461528,DUITNOW_QR_AQC,182,0,0,182,"",Settlement to Bank T+1
344,01/08/2025,31/07/2025 21:53:28,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171868895400068,20250731TNGDMYNB030OQR8n165243,DUITNOW_QR_TNGD,893.7,0,0,893.7,"",Settlement to Bank T+1
345,01/08/2025,31/07/2025 22:27:05,"FEI FEI CRAB HOUSE RESTAURANT",,20250731211212800100171638595334238,20250731TNGDMYNB030OQR4u44o94f,DUITNOW_QR_TNGD,209.8,0,0,209.8,"",Settlement to Bank T+1
,,,,,,,Total:,81597.67,0,0,81597.67
