Settlement Report Date,09/2025
209,21/09/2025,20/09/2025 19:10:50,"FEI FEI CRAB RESTAURANT AUSTIN",,20250920211212800100171086301119040,20250920TNGDMYNB030OQRdai334o2,DUITNOW_QR_TNGD,110.2,0,0,110.2,"",Settlement to Bank T+1
210,21/09/2025,20/09/2025 19:36:40,"FEI FEI CRAB RESTAURANT AUSTIN",,20250920211212800100171917800931001,20250920PBBEMYKL030OQR19307451,DUITNOW_QR_AQC,146.2,0,0,146.2,"",Settlement to Bank T+1
211,21/09/2025,20/09/2025 20:13:28,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250920211212800100171497701564591,20250920TNGDMYNB030OQR8uzxgop6,DUITNOW_QR_TNGD,539.9,0,0,539.9,"",Settlement to Bank T+1
212,21/09/2025,20/09/2025 20:37:39,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250920211212800100171127200922872,20250920MBBEMYKL030OQR82983840,DUITNOW_QR_AQC,536.4,0,0,536.4,"",Settlement to Bank T+1
213,21/09/2025,20/09/2025 21:01:50,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250920211212800100171074900542650,20250920TNGDMYNB030OQR60zhx0b9,DUITNOW_QR_TNGD,212.2,0,0,212.2,"",Settlement to Bank T+1
214,21/09/2025,20/09/2025 21:15:32,"FEI FEI CRAB RESTAURANT AUSTIN",,20250920211212800100171109401662776,20250920TNGDMYNB030OQRq110k801,DUITNOW_QR_TNGD,27.1,0,0,27.1,"",Settlement to Bank T+1
215,21/09/2025,20/09/2025 21:31:49,"FEI FEI CRAB RESTAURANT AUSTIN",,20250920211212800100171333500923634,20250920TNGDMYNB030OQRzt4g8db3,DUITNOW_QR_TNGD,215.8,0,0,215.8,"Fei Fei Crab",Settlement to Bank T+1
216,22/09/2025,21/09/2025 14:41:38,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250921211212800100171220601563528,20250921CIBBMYKL030OQR03464929,DUITNOW_QR_AQC,231.1,0,0,231.1,"",Settlement to Bank T+1
217,22/09/2025,21/09/2025 14:44:00,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250921211212800100171506201180495,20250921CIBBMYKL030OQR03484406,DUITNOW_QR_AQC,10,0,0,10,"",Settlement to Bank T+1
218,22/09/2025,21/09/2025 15:13:40,"FEI FEI CRAB RESTAURANT AUSTIN",,20250921211212800100171110701061785,20250921TNGDMYNB030OQRz2sm3e2s,DUITNOW_QR_TNGD,7.6,0,0,7.6,"",Settlement to Bank T+1
219,22/09/2025,21/09/2025 16:05:59,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250921211212800100171357900345015,20250921TNGDMYNB030OQRc24l045u,DUITNOW_QR_TNGD,294.7,0,0,294.7,"",Settlement to Bank T+1
220,22/09/2025,21/09/2025 18:08:14,"FEI FEI CRAB RESTAURANT AUSTIN",,20250921211212800100171034501109067,20250921TNGDMYNB030OQR584nz24g,DUITNOW_QR_TNGD,117,0,0,117,"FeiFeiCrab Delivery fee",Settlement to Bank T+1
221,22/09/2025,21/09/2025 18:45:13,"FEI FEI CRAB RESTAURANT AUSTIN",,20250921211212800100171023901589344,20250921TNGDMYNB030OQR2bobyn5v,DUITNOW_QR_TNGD,168,0,0,168,"crab",Settlement to Bank T+1
222,22/09/2025,21/09/2025 20:20:55,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250921211212800100171280700818965,20250921TNGDMYNB030OQRd9wdei0k,DUITNOW_QR_TNGD,124.7,0,0,124.7,"",Settlement to Bank T+1
223,23/09/2025,22/09/2025 16:09:41,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250922211212800100171661100440631,20250922CIBBMYKL030OQR04884037,DUITNOW_QR_AQC,491.7,0,0,491.7,"",Settlement to Bank T+1
224,23/09/2025,22/09/2025 17:14:38,"FEI FEI CRAB RESTAURANT AUSTIN",,20250922211212800100171517600884834,20250922TNGDMYNB030OQRwaazs002,DUITNOW_QR_TNGD,100.9,0,0,100.9,"",Settlement to Bank T+1
225,23/09/2025,22/09/2025 20:08:34,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250922211212800100171599100713751,20250922PBBEMYKL030OQR20024479,DUITNOW_QR_AQC,68.4,0,0,68.4,"",Settlement to Bank T+1
226,23/09/2025,22/09/2025 20:25:55,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250922211212800100171131300878167,20250922TNGDMYNB030OQR1iyd0q42,DUITNOW_QR_TNGD,45.6,0,0,45.6,"",Settlement to Bank T+1
227,23/09/2025,22/09/2025 20:39:35,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250922211212800100171042300380716,20250922TNGDMYNB030OQR6r1dc8qx,DUITNOW_QR_TNGD,200.7,0,0,200.7,"",Settlement to Bank T+1
228,23/09/2025,22/09/2025 21:05:29,"FEI FEI CRAB RESTAURANT AUSTIN",,20250922211212800100171982500665712,20250922TNGDMYNB030OQR9403soa0,DUITNOW_QR_TNGD,129.9,0,0,129.9,"",Settlement to Bank T+1
229,23/09/2025,22/09/2025 21:28:34,"FEI FEI CRAB RESTAURANT AUSTIN",,20250922211212800100171743701187280,20250922TNGDMYNB030OQRvhkf8479,DUITNOW_QR_TNGD,117.2,0,0,117.2,"",Settlement to Bank T+1
230,24/09/2025,23/09/2025 19:11:55,"FEI FEI CRAB RESTAURANT AUSTIN",,20250923211212800100171218901524058,20250923TNGDMYNB030OQRw4cld1l7,DUITNOW_QR_TNGD,208.1,0,0,208.1,"Pay",Settlement to Bank T+1
231,24/09/2025,23/09/2025 20:38:37,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250923211212800100171953601530128,20250923ALPCSGSG031OQR97859512,DUITNOW_QR_AQC_CB,574,0,0,574,"",Settlement to Bank T+1
232,24/09/2025,23/09/2025 23:04:46,"FEIFEICRABHOUSERESTAUR",,20250923211212800100171513901036951,20250923MBBEMYKL030OQR87718920,DUITNOW_QR_AQC,217.7,0,0,217.7,"",Settlement to Bank T+1
233,25/09/2025,24/09/2025 12:39:00,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250924211212800100171854101213025,20250924PBBEMYKL030OQR12359633,DUITNOW_QR_AQC,140,0,0,140,"",Settlement to Bank T+1
234,25/09/2025,24/09/2025 13:26:32,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250924211212800100171065901570671,20250924CIBBMYKL030OQR12265402,DUITNOW_QR_AQC,32,0,0,32,"",Settlement to Bank T+1
235,25/09/2025,24/09/2025 13:51:52,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250924211212800100171288001131427,20250924TNGDMYNB030OQRagp744l6,DUITNOW_QR_TNGD,104.4,0,0,104.4,"",Settlement to Bank T+1
236,25/09/2025,24/09/2025 14:20:04,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250924211212800100171917201401639,20250924TNGDMYNB030OQReyq0s9jo,DUITNOW_QR_TNGD,108.9,0,0,108.9,"",Settlement to Bank T+1
237,25/09/2025,24/09/2025 15:17:35,"FEI FEI CRAB RESTAURANT AUSTIN",,20250924211212800100171111801394776,20250924TNGDMYNB030OQR19c0a5t3,DUITNOW_QR_TNGD,7.6,0,0,7.6,"",Settlement to Bank T+1
238,25/09/2025,24/09/2025 16:35:11,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250924211212800100171202701016919,20250924MBBEMYKL030OQR77019714,DUITNOW_QR_AQC,153.6,0,0,153.6,"",Settlement to Bank T+1
239,25/09/2025,24/09/2025 19:28:10,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250924211212800100171188402255670,20250924TNGDMYNB030OQR2ocqcgxg,DUITNOW_QR_TNGD,86.8,0,0,86.8,"",Settlement to Bank T+1
240,25/09/2025,24/09/2025 19:46:47,"FEI FEI CRAB RESTAURANT AUSTIN",,20250924211212800100171951101567856,20250924TNGDMYNB030OQRg4z4gyfc,DUITNOW_QR_TNGD,112.9,0,0,112.9,"Biby Chye",Settlement to Bank T+1
241,25/09/2025,24/09/2025 20:04:28,"FEI FEI CRAB RESTAURANT AUSTIN",,20250924211212800100171955201601947,20250924TNGDMYNB030OQR520hws84,DUITNOW_QR_TNGD,537.1,0,0,537.1,"",Settlement to Bank T+1
242,26/09/2025,25/09/2025 14:28:00,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250925211212800100171483201184978,20250925ALPCSGSG031OQR97979574,DUITNOW_QR_AQC_CB,297.4,0,0,297.4,"",Settlement to Bank T+1
243,26/09/2025,25/09/2025 19:19:09,"FEI FEI CRAB RESTAURANT AUSTIN",,20250925211212800100171740201483982,20250925TNGDMYNB030OQRf2qt0w5f,DUITNOW_QR_TNGD,161.1,0,0,161.1,"",Settlement to Bank T+1
244,26/09/2025,25/09/2025 19:21:20,"FEI FEI CRAB RESTAURANT AUSTIN",,20250925211212800100171744201519041,20250925TNGDMYNB030OQR36s64968,DUITNOW_QR_TNGD,7,0,0,7,"",Settlement to Bank T+1
245,26/09/2025,25/09/2025 21:09:30,"FEI FEI CRAB RESTAURANT AUSTIN",,20250925211212800100171930201626371,20250925MFBBMYKL030OQR55560121,DUITNOW_QR_AQC,13.4,0,0,13.4,"",Settlement to Bank T+1
246,26/09/2025,25/09/2025 21:23:38,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250925211212800100171064901717701,20250925TNGDMYNB030OQRqhme5h14,DUITNOW_QR_TNGD,392.1,0,0,392.1,"",Settlement to Bank T+1
247,26/09/2025,25/09/2025 21:25:34,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250925211212800100171581901491556,20250925TNGDMYNB030OQR0vf79k3o,DUITNOW_QR_TNGD,310.5,0,0,310.5,"",Settlement to Bank T+1
248,27/09/2025,26/09/2025 16:17:56,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250926211212800100171947601488169,20250926TNGDMYNB030OQRcy73x68u,DUITNOW_QR_TNGD,310.2,0,0,310.2,"",Settlement to Bank T+1
249,27/09/2025,26/09/2025 16:50:35,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250926211212800100171035301620252,20250926HLBBMYKL030OQR12031709,DUITNOW_QR_AQC,154.8,0,0,154.8,"",Settlement to Bank T+1
250,27/09/2025,26/09/2025 19:44:14,"FEI FEI CRAB RESTAURANT AUSTIN",,20250926211212800100171134001390335,20250926PBBEMYKL030OQR19439062,DUITNOW_QR_AQC,337.2,0,0,337.2,"",Settlement to Bank T+1
251,27/09/2025,26/09/2025 21:58:08,"FEI FEI CRAB RESTAURANT AUSTIN",,20250926211212800100171898801485923,20250926TNGDMYNB030OQR6nuk3fz9,DUITNOW_QR_TNGD,95.1,0,0,95.1,"",Settlement to Bank T+1
252,28/09/2025,27/09/2025 13:35:03,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171777001839093,20250927TNGDMYNB030OQRnj72166t,DUITNOW_QR_TNGD,624.3,0,0,624.3,"",Settlement to Bank T+1
253,28/09/2025,27/09/2025 14:31:15,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171891501528959,20250927TNGDMYNB030OQRd32ja3xa,DUITNOW_QR_TNGD,377.9,0,0,377.9,"",Settlement to Bank T+1
254,28/09/2025,27/09/2025 15:20:33,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171820501817910,20250927HLBBMYKL030OQR12961426,DUITNOW_QR_AQC,305.3,0,0,305.3,"",Settlement to Bank T+1
255,28/09/2025,27/09/2025 16:35:28,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171532801486575,20250927TNGDMYNB030OQR6bz5q235,DUITNOW_QR_TNGD,294.1,0,0,294.1,"",Settlement to Bank T+1
256,28/09/2025,27/09/2025 17:41:43,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171159701585056,20250927TNGDMYNB030OQRbqtb3a6o,DUITNOW_QR_TNGD,386.1,0,0,386.1,"",Settlement to Bank T+1
257,28/09/2025,27/09/2025 18:00:14,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171962201769027,20250927CIBBMYKL030OQR06917170,DUITNOW_QR_AQC,116,0,0,116,"",Settlement to Bank T+1
258,28/09/2025,27/09/2025 18:03:50,"FEI FEI CRAB RESTAURANT AUSTIN",,20250927211212800100171581901712412,20250927TNGDMYNB030OQRx1k38gz0,DUITNOW_QR_TNGD,111.9,0,0,111.9,"",Settlement to Bank T+1
259,28/09/2025,27/09/2025 18:21:32,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171434200931678,20250927CIBBMYKL030OQR07137956,DUITNOW_QR_AQC,0.6,0,0,0.6,"",Settlement to Bank T+1
260,28/09/2025,27/09/2025 18:23:11,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171201401370034,20250927TNGDMYNB030OQR0prq4t9v,DUITNOW_QR_TNGD,125.2,0,0,125.2,"",Settlement to Bank T+1
261,28/09/2025,27/09/2025 18:33:27,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171056901188793,20250927CIBBMYKL030OQR07265884,DUITNOW_QR_AQC,847.8,0,0,847.8,"",Settlement to Bank T+1
262,28/09/2025,27/09/2025 18:42:04,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171825901845171,20250927TNGDMYNB030OQR7uh99sr0,DUITNOW_QR_TNGD,175.2,0,0,175.2,"",Settlement to Bank T+1
263,28/09/2025,27/09/2025 18:44:40,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171762002161080,20250927CIBBMYKL030OQR07381831,DUITNOW_QR_AQC,116.6,0,0,116.6,"",Settlement to Bank T+1
264,28/09/2025,27/09/2025 19:45:19,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171509001906354,20250927TNGDMYNB030OQRq020k7qn,DUITNOW_QR_TNGD,258.6,0,0,258.6,"",Settlement to Bank T+1
265,28/09/2025,27/09/2025 19:47:03,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171507601864290,20250927TNGDMYNB030OQR7pfrw7ud,DUITNOW_QR_TNGD,9,0,0,9,"",Settlement to Bank T+1
266,28/09/2025,27/09/2025 20:19:06,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171057501189056,20250927TNGDMYNB030OQRa02006ro,DUITNOW_QR_TNGD,6.4,0,0,6.4,"",Settlement to Bank T+1
267,28/09/2025,27/09/2025 20:39:33,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250927211212800100171947701594752,20250927TNGDMYNB030OQR126cf875,DUITNOW_QR_TNGD,161,0,0,161,"",Settlement to Bank T+1
268,28/09/2025,27/09/2025 21:29:55,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171381701670752,20250927TNGDMYNB030OQRoz68y26u,DUITNOW_QR_TNGD,75.4,0,0,75.4,"",Settlement to Bank T+1
269,28/09/2025,27/09/2025 21:51:08,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250927211212800100171952001967883,20250927TNGDMYNB030OQRn0sh7ehy,DUITNOW_QR_TNGD,45.1,0,0,45.1,"",Settlement to Bank T+1
270,28/09/2025,27/09/2025 22:02:03,"FEI FEI CRAB RESTAURANT AUSTIN",,20250927211212800100171142202046119,20250927TNGDMYNB030OQR1zv48x1b,DUITNOW_QR_TNGD,175.2,0,0,175.2,"",Settlement to Bank T+1
271,29/09/2025,28/09/2025 14:23:49,"FEI FEI CRAB RESTAURANT AUSTIN",,20250928211212800100171429002444528,20250928TNGDMYNB030OQRkms324l8,DUITNOW_QR_TNGD,542,0,0,542,"",Settlement to Bank T+1
272,29/09/2025,28/09/2025 15:06:22,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171372402243642,20250928TNGDMYNB030OQR9iix810m,DUITNOW_QR_TNGD,347.4,0,0,347.4,"",Settlement to Bank T+1
273,29/09/2025,28/09/2025 15:46:33,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171224402388258,20250928TNGDMYNB030OQR0z6qk4bt,DUITNOW_QR_TNGD,506.7,0,0,506.7,"",Settlement to Bank T+1
274,29/09/2025,28/09/2025 17:07:39,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250928211212800100171334901839866,20250928TNGDMYNB030OQR8c058a6w,DUITNOW_QR_TNGD,270.3,0,0,270.3,"",Settlement to Bank T+1
275,29/09/2025,28/09/2025 17:56:34,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171928000948563,20250928TNGDMYNB030OQR7a2467az,DUITNOW_QR_TNGD,55.8,0,0,55.8,"",Settlement to Bank T+1
276,29/09/2025,28/09/2025 17:58:25,"FEI FEI CRAB RESTAURANT AUSTIN",,20250928211212800100171116601832433,20250928TNGDMYNB030OQR5ymgk1t7,DUITNOW_QR_TNGD,7.6,0,0,7.6,"",Settlement to Bank T+1
277,29/09/2025,28/09/2025 18:15:12,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250928211212800100171995201408853,20250928TNGDMYNB030OQRisp2rucb,DUITNOW_QR_TNGD,125.6,0,0,125.6,"",Settlement to Bank T+1
278,29/09/2025,28/09/2025 19:24:37,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171921400956679,20250928TNGDMYNB030OQRq05o7826,DUITNOW_QR_TNGD,960.4,0,0,960.4,"",Settlement to Bank T+1
279,29/09/2025,28/09/2025 20:00:27,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171053001289612,20250928TNGDMYNB030OQReu7fw74y,DUITNOW_QR_TNGD,466.3,0,0,466.3,"",Settlement to Bank T+1
280,29/09/2025,28/09/2025 20:21:36,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250928211212800100171772401955938,20250928TNGDMYNB030OQRcf6gp6z0,DUITNOW_QR_TNGD,179.2,0,0,179.2,"",Settlement to Bank T+1
281,29/09/2025,28/09/2025 20:52:04,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250928211212800100171911001888325,20250928TNGDMYNB030OQRo2u4278x,DUITNOW_QR_TNGD,788.8,0,0,788.8,"",Settlement to Bank T+1
282,29/09/2025,28/09/2025 21:43:50,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250928211212800100171723402297295,20250928PBBEMYKL030OQR21463876,DUITNOW_QR_AQC,402.5,0,0,402.5,"",Settlement to Bank T+1
283,30/09/2025,29/09/2025 13:38:24,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171430701151516,20250929TNGDMYNB030OQR8n1ej3ss,DUITNOW_QR_TNGD,193.6,0,0,193.6,"",Settlement to Bank T+1
284,30/09/2025,29/09/2025 15:20:00,"FEI FEI CRAB RESTAURANT AUSTIN",,20250929211212800100171698101930691,20250929TNGDMYNB030OQRv24spwtd,DUITNOW_QR_TNGD,241.1,0,0,241.1,"crab",Settlement to Bank T+1
285,30/09/2025,29/09/2025 15:33:15,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171727502392311,20250929HLBBMYKL030OQR14874704,DUITNOW_QR_AQC,140.2,0,0,140.2,"",Settlement to Bank T+1
286,30/09/2025,29/09/2025 16:57:07,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171154301772489,20250929TNGDMYNB030OQR61ttd047,DUITNOW_QR_TNGD,444.5,0,0,444.5,"",Settlement to Bank T+1
287,30/09/2025,29/09/2025 17:01:47,"FEI FEI CRAB RESTAURANT AUSTIN",,20250929211212800100171835702046909,20250929SCCHMYKL030OQR01727417,DUITNOW_QR_AQC,426.8,0,0,426.8,"",Settlement to Bank T+1
288,30/09/2025,29/09/2025 18:15:08,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171872802137840,20250929MBBEMYKL030OQR80028147,DUITNOW_QR_AQC,94.9,0,0,94.9,"",Settlement to Bank T+1
289,30/09/2025,29/09/2025 18:15:51,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171549102077130,20250929TNGDMYNB030OQR7xjj21q5,DUITNOW_QR_TNGD,355.1,0,0,355.1,"",Settlement to Bank T+1
290,30/09/2025,29/09/2025 19:52:56,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250929211212800100171634102205866,20250929TNGDMYNB030OQR7jh7ix2v,DUITNOW_QR_TNGD,118.9,0,0,118.9,"",Settlement to Bank T+1
291,30/09/2025,29/09/2025 20:06:16,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250929211212800100171828202079352,20250929TNGDMYNB030OQRlw716770,DUITNOW_QR_TNGD,186.8,0,0,186.8,"",Settlement to Bank T+1
292,30/09/2025,29/09/2025 21:13:56,"FEI FEI CRAB RESTAURANT AUSTIN",,20250929211212800100171272101657454,20250929TNGDMYNB030OQRzjw686m5,DUITNOW_QR_TNGD,27.1,0,0,27.1,"",Settlement to Bank T+1
293,30/09/2025,29/09/2025 21:29:10,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171418101849009,20250929RHBBMYKL030OQR57686419,DUITNOW_QR_AQC,251.8,0,0,251.8,"",Settlement to Bank T+1
294,30/09/2025,29/09/2025 21:47:58,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250929211212800100171975201351638,20250929TNGDMYNB030OQR8ywom6hk,DUITNOW_QR_TNGD,298,0,0,298,"",Settlement to Bank T+1
295,30/09/2025,29/09/2025 21:59:33,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250929211212800100171221702509380,20250929ALPCSGSG031OQR98315432,DUITNOW_QR_AQC_CB,417.3,0,0,417.3,"",Settlement to Bank T+1
296,01/10/2025,30/09/2025 16:32:04,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171894401901616,20250930TNGDMYNB030OQR1rr91h6f,DUITNOW_QR_TNGD,160.4,0,0,160.4," Na",Settlement to Bank T+1
297,01/10/2025,30/09/2025 16:54:09,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171136201752392,20250930TNGDMYNB030OQRyu18ek7f,DUITNOW_QR_TNGD,148.5,0,0,148.5,"",Settlement to Bank T+1
298,01/10/2025,30/09/2025 17:14:50,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171971201433044,20250930TNGDMYNB030OQRe07o8st4,DUITNOW_QR_TNGD,161,0,0,161,"",Settlement to Bank T+1
299,01/10/2025,30/09/2025 17:15:38,"FEI FEI CRAB RESTAURANT AUSTIN",,20250930211212800100171696602083347,20250930TNGDMYNB030OQR5r0z1atv,DUITNOW_QR_TNGD,372.3,0,0,372.3,"",Settlement to Bank T+1
300,01/10/2025,30/09/2025 18:46:22,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171942001960912,20250930PBBEMYKL030OQR18487345,DUITNOW_QR_AQC,70,0,0,70,"",Settlement to Bank T+1
301,01/10/2025,30/09/2025 18:50:27,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171551701431508,20250930TNGDMYNB030OQRdr7ve6n2,DUITNOW_QR_TNGD,2.1,0,0,2.1,"",Settlement to Bank T+1
302,01/10/2025,30/09/2025 19:15:14,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171866002292989,20250930TNGDMYNB030OQR7jz6bd4z,DUITNOW_QR_TNGD,331.8,0,0,331.8,"",Settlement to Bank T+1
303,01/10/2025,30/09/2025 19:21:26,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171257902638459,20250930TNGDMYNB030OQRqsm4ragr,DUITNOW_QR_TNGD,139.2,0,0,139.2,"",Settlement to Bank T+1
304,01/10/2025,30/09/2025 19:49:08,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171360901698896,20250930TNGDMYNB030OQR1140oomq,DUITNOW_QR_TNGD,130.5,0,0,130.5,"",Settlement to Bank T+1
305,01/10/2025,30/09/2025 20:02:22,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171778302159484,20250930TNGDMYNB030OQR5srqvwt9,DUITNOW_QR_TNGD,186.8,0,0,186.8,"",Settlement to Bank T+1
306,01/10/2025,30/09/2025 20:35:11,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171456202012560,20250930TNGDMYNB030OQR6fyre20f,DUITNOW_QR_TNGD,7,0,0,7,"",Settlement to Bank T+1
307,01/10/2025,30/09/2025 20:36:52,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171726302534100,20250930UOVBMYKL030OQR08240267,DUITNOW_QR_AQC,276.1,0,0,276.1,"",Settlement to Bank T+1
308,01/10/2025,30/09/2025 20:48:32,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171014402005168,20250930MBBEMYKL030OQR82129392,DUITNOW_QR_AQC,140.4,0,0,140.4,"",Settlement to Bank T+1
309,01/10/2025,30/09/2025 21:02:43,"FEI FEI CRAB RESTAURANT AUSTIN",,20250930211212800100171554201413874,20250930TNGDMYNB030OQRu3w5jbep,DUITNOW_QR_TNGD,140.1,0,0,140.1,"",Settlement to Bank T+1
310,01/10/2025,30/09/2025 21:10:13,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171116702116534,20250930MBBEMYKL030OQR72689545,DUITNOW_QR_AQC,383.6,0,0,383.6,"",Settlement to Bank T+1
311,01/10/2025,30/09/2025 21:17:17,"FEI FEI CRAB RESTAURANT ECO BOTANIC BRANCH",,20250930211212800100171795202240714,20250930TNGDMYNB030OQR82n6ludw,DUITNOW_QR_TNGD,186.5,0,0,186.5,"",Settlement to Bank T+1
312,01/10/2025,30/09/2025 21:41:49,"FEI FEI CRAB RESTAURANT SUTERA BRANCH",,20250930211212800100171410901994610,20250930TNGDMYNB030OQRq72617jr,DUITNOW_QR_TNGD,276.1,0,0,276.1,"",Settlement to Bank T+1
313,01/10/2025,30/09/2025 21:42:04,"FEI FEI CRAB RESTAURANT AUSTIN",,20250930211212800100171525202282660,20250930CIBBMYKL030OQR10732624,DUITNOW_QR_AQC,110.2,0,0,110.2,"",Settlement to Bank T+1
,,,,,,,Total:,74954.3,0,0,74954.3
